0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
tá,na,hora,de,a,colômbia,e,brasil,entrar,em,guerra,contra,o,ditador,maduro,e,deixar,povos,venezuelanos,de,fora,e,com,ajuda,dos,nossos,militares,venezuelalibre,https,twittercompatrlotasstat,us1099408616514351108,,,,,,,,,,,,,,,,,,,,,,,,,
ajuda,humanitária,é,defender,a,paz,e,que,os,venezuelanos,decidam,o,seu,destino,o,mundo,e,a,américa,latina,não,precisa,de,guerra,fora,eua,e,capachos,brasileiros,e,colombianos,,,,,,,,,,,,,,,,,,,,,,,,,
vc,mal,e,porcamente,cuida,deste,país,e,quer,dar,uma,de,inxirido,no,país,alheiopior,roraima,protagonizar,o,maior,bota,fora,de,venezuelanos,e,agora,dar,ajudinha,humanitária,vai,ajeitar,esse,merda,de,previdência,que,só,ferra,pobre,e,beneficia,ricoscorte,do,salário,de,vcs,,,,,,,,,,
os,venezuelanos,estão,enfrentando,as,milicias,e,o,exército,de,maduro,com,pedras,por,que,não,armar,esses,que,já,estão,fora,do,país,treinalos,e,ajudalos,a,tomar,de,volta,o,país,que,é,deles,,,,,,,,,,,,,,,,,,,,
além,de,alimentos,por,que,não,dão,armas,aos,venezuelanos,se,já,são,mais,de,3,milhões,deles,já,fora,da,venezuela,treinem,e,armem,esse,exército,e,ajudemnos,a,tomarem,de,volta,o,país,que,é,deles,,,,,,,,,,,,,,,,,,
e,você,só,reproduz,o,discursinho,pronto,pense,fora,da,caixa,nada,disso,seria,necessário,se,trump,retirasse,os,embargos,comerciais,handsoffvenezuela,é,o,que,pedem,os,venezuelanos,respeitem,a,soberania,,,,,,,,,,,,,,,,,,,,,,,,,
fora,que,puseram,os,venezuelanos,pra,correr,meses,atrás,com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
como,republiquetas,de,merda,como,cuba,e,bolívia,irão,confrontar,um,aliado,militar,dos,eua,e,israel,tirei,fora,a,venezuela,porque,lá,o,narco,comunismo,já,está,sendo,derrotado,pelos,próprios,venezuelanos,deixa,de,ser,babaca,,,,,,,,,,,,,,,,,,,
quando,você,aí,que,tem,um,problema,de,saúde,grave,e,que,tem,medicamento,caro,que,salvará,sua,vida,jogar,no,lixo,ou,deixar,em,casa,lembrese,que,os,irmãos,venezuelanos,estão,morrendo,pedindo,aos,céus,o,que,você,está,jogando,fora,pra,viver,,,,,,,,,,,,
como,os,petistas,acéfalos,do,brasil,não,enxergam,ou,n,querem,enxergar,que,é,por,causa,desta,resistência,à,ajuda,de,fora,é,que,venezuelanos,estão,morrendo,parem,de,apoiar,esse,narcoterrorista,se,juntem,aos,seus,irmãos,venezuelanos,23fayudaylibertad,https,twittercomfabifbbrstatu,s1099378923589259264,,,,,,,,,,,,,,
o,brasil,está,com,os,venezuelanos,venezuela,livre,fora,maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acho,um,absurdopermitir,venezuelanos,entrarem,terem,prioridade,nos,hospitais,brasileirosenquanto,nós,aquinem,gase,não,temos,para,um,curativonós,que,pagamos,tudonão,temos,nadamas,prá,os,de,fora,só,faltam,dar,o,cpqp,,,,,,,,,,,,,,,,,,,,,,,,
vamos,ajudar,os,venezuelanos,fora,socialismo,fora,maduro,23ayudaylibertad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
você,não,tem,vergonha,os,venezuelanos,passando,fome,e,vc,defendendo,o,ditador,que,joga,fora,em,rios,toda,a,ajuda,humanitária,dada,por,outros,países,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
os,caminhões,com,a,ajuda,humanitária,chegaram,a,fronteira,mas,os,militares,venezuelanos,não,permitem,entrada,caramba,como,pode,ter,partidos,políticos,brasileiro,e,mundo,à,fora,apoiando,o,maduro,impossível,ele,estar,querendo,o,bem,do,seu,povo,https,g1globocomrrroraimanot,icia20190223caminhoescomajudahumanitariadeixamboavistaemdirecaoavenezuelafronteiraseguefechadaghtml,,,,,,,,,,,,,,
os,brasileiros,de,bem,estão,com,todos,venezuelanos,que,querem,a,saída,deste,maldito,ditador,maduro,miserávelque,tá,prendendo,venezuela,forças,povo,venezuelanos,tomem,as,ruas,lutem,pela,liberdadearranquem,este,demônio,do,poder,fora,maduro,,,,,,,,,,,,,,,,,,,,,
que,deus,abençoe,os,nossos,vizinhos,venezuelanos,fora,a,tirania,do,ditador,maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liberdade,aos,venezuelanos,fora,ditadura,maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23fayudaylibertad,fora,maduro,liberdade,aos,irmãos,venezuelanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grande,dia,venezuelanos,mostrando,à,esquerda,caviar,brasileira,como,se,faz,resistência,fora,maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pra,começar,são,paulo,está,a,mais,de,3900km,da,venezuela,o,que,já,deixa,muito,fora,do,alcance,dos,caças,venezuelanos,além,disso,os,pilotos,venezuelanos,são,muito,mal,treinados,certa,de,50h,por,ano,de,voo,muito,menos,do,que,a,fab,o,que,impacta,num,fraco,desempenho,em,combate,,,,
celso,amorim,um,amigo,venezuelano,me,disse,que,as,forças,armadas,da,venezuela,tem,mais,uns,28,desses,aí,zero,bala,fora,os,modelos,mais,antigos,é,fria,encarar,caças,su30mk2v,venezuelanos,sobrevoam,fronteira,com,a,colômbia,httpswww,aereojorbr20190223cac,assu30mk2vvenezuelanossobrevoamfronteiracomacolombia,via,alexgalante,,,,,,,,,,,,,,
ajudem,este,povo,venezuelanos,fora,maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,onu,deu,opiniões,e,palpites,pela,prisão,do,lula,ladrao,porém,à,escravidão,dos,venezuelanos,ela,não,toma,atitude,alguma,fora,onu,suma,do,mapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pobres,venezuelanos,q,dó,fora,maduro,ditador,maldito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
não,há,dúvida,de,que,a,venezuela,e,os,venezuelanos,precisam,de,alimentos,e,remédios,e,paz,e,democracia,e,soberania,sobre,seus,recursos,naturais,mas,desses,5,itens,só,os,dois,primeiros,podem,vir,de,fora,do,país,simples,e,factível,,,,,,,,,,,,,,
gov,fora,da,casinha,acordabr,lulalivre,lulainocente,lulanobeldapaz,ano,d,2018,expulsaram,venezuelanos,do,br,e,agora,querem,mandar,ajuda,humanitária,https,youtubeenanrm0femk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pelo,direito,de,ser,humano,liberdade,aos,irmãos,venezuelanos,for,maduro,fora,comunismo,de,qualquer,parte,do,mundo,23fayudaylibertad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pelo,respeito,ao,ser,humano,liberdade,aos,nossos,irmãos,venezuelanos,fora,maduro,fora,comunismo,de,qualquer,parte,do,mundo,23fayudaylibertad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2favalanchahumanitaria,força,vizinhos,venezuelanos,fora,maduro,ditador,sanguinário,assassino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
não,apoiar,o,regime,ditatorial,de,maduro,é,uma,questão,de,humanidade,nossos,irmãos,venezuelanos,estão,passando,fome,e,não,podem,se,manifestar,sobre,isso,por,conta,de,toda,a,repressão,que,maduro,causou,no,país,queremos,uma,venezuela,livre,fora,maduro,23fayudaylibertad,,,,,,,,,,,,,
nosso,irmãos,venezuelanos,sofrem,mas,a,solução,virá,de,dentro,pra,fora,e,rápido,23fayudaylibertad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fora,maduro,liberdade,aos,irmãos,venezuelanos,23fayudaylibertad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vai,nada,os,venezuelanos,não,iam,querer,ia,sempre,rolar,brigas,fora,os,outros,paises,que,não,iram,permitir,isso,porque,querem,também,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
via,brdezoito,para,deputado,brasil,será,humilhado,pela,venezuela,https,br18combrparadeputado,brasilserahumilhadopelavenezuela,deputado,orlando,silva,a,esquerda,torce,para,os,venezuelanos,passarem,fome,até,a,morte,mas,fique,tranquilo,a,podridão,na,venezuela,cairá,de,madura,os,milicos,fora,,,,,,,,,,,,,,,,,
a,maldição,dos,venezuelanos,é,ter,um,ditador,como,governante,pobre,dos,inocentes,que,morrerão,de,fome,sabendo,que,há,comida,a,disposição,porem,fora,do,seu,alcance,uma,morte,cruel,mj,https,twittercomdiariopestatu,s1099309857205817344,,,,,,,,,,,,,,,,,,,,,
que,a,venezuela,e,os,venezuelanos,resolvam,vamos,falar,de,brasil,onde,milhões,passando,fome,sendo,massacrados,pela,retirada,direitos,caminhando,para,o,retorno,a,escravidão,fora,essa,quadrilha,família,bolso,queremos,uma,sociedade,mais,justa,fraterna,igualitária,,,,,,,,,,,,,,,,,,
e,quem,tem,coragem,de,peitálo,tem,cerca,de,mil,generaiscomo,escudo,fora,o,armamento,bélico,fornecido,pela,aliada,rússia,temo,pelos,venezuelanos,venezuelagritaliberdad,e,que,deus,os,ajude,,,,,,,,,,,,,,,,,,,,,,,,,,,
um,começo,mestre,até,porque,o,ditador,está,despejando,nos,rios,a,ajuda,que,chega,quando,esse,tirano,cair,fora,certeza,que,nós,todos,iremos,levar,muitos,caminhões,de,alimentos,roupas,medicamentos,aos,venezuelanos,,,,,,,,,,,,,,,,,,,,,,
mudança,imposta,de,fora,com,uso,da,força,é,inaceitável,disse,esse,comunista,hospedado,em,genebra,suiça,genocidas,vagabundos,os,venezuelanos,sem,medicamentos,crianças,e,mães,desnutridas,sem,água,luz,e,gás,e,tem,brasileiro,idiota,que,defende,esses,diabos,comunistas,pictwittercom91rdz5ulkg,,,,,,,,,,,,,,
um,pecimo,governo,acaba,com,seu,povo,e,o,país,maduro,o,presidente,ditador,e,exterminador,de,ser,humano,da,venezuela,muitas,pessoas,morredo,de,fome,e,cendo,executado,pelo,execito,venezuelano,os,venezuelanos,precisam,de,ajuda,urgente,fora,maduro,fora,maduro,pictwittercomfnqhpwrc1k,,,,,,,,,,,,,
e,a,figura,escondida,tambéme,fora,que,não,está,na,foto,esse,gordo,bobo,da,corte,venezuelana,marionete,dos,milicos,corruptos,venezuelanos,vai,cair,mas,junto,com,ele,toda,a,cúpula,nefasta,,,,,,,,,,,,,,,,,,,,,,,,
fora,os,canhões,venezuelanos,que,estão,infiltrados,no,brasil,ne,tipo,dilma,roussef,jandira,fegali,maria,do,rosário,miriam,leitão,entre,várias,outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paz,com,fome,dos,venezuelanos,fora,dos,muros,do,palácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
como,sempre,os,golpistas,encontrando,uma,forma,para,destorcer,a,verdade,não,a,esmola,do,trump,é,um,presente,de,grego,ele,e,seus,capangas,traidores,querem,roubar,o,petróleo,e,as,minas,de,ouro,dos,venezuelanos,fora,trump,imperialista,criminoso,larápio,bandido,,,,,,,,,,,,,
a,esquerda,é,unida,ate,nas,derrotas,povo,asqueroso,ja,que,eles,nao,fala,nada,nos,falamos,fora,maduro,deixa,os,irmaos,venezuelanos,em,paz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maduro,jogou,fora,toneladas,de,ajuda,humanitária,que,os,países,enviaram,para,o,povo,venezuelanos,esse,é,o,nicolás,maduro,que,o,pt,tanto,venera,brasil,não,pode,recuar,o,que,está,em,jogo,são,milhões,de,famílias,inocentes,,,,,,,,,,,,,,,,,
daí,tipo,não,posso,ficar,uma,hora,e,meia,fora,me,tatuando,que,o,brasil,começa,a,cagar,no,pau,das,relações,internacionais,com,os,hermanos,venezuelanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,ameaça,está,mais,no,campo,da,retórica,do,que,na,ação,seria,muito,prematuro,e,fora,de,propósito,os,eua,realizarem,uma,intervenção,militar,dentro,da,venezuela,a,questão,da,venezuela,tem,que,ser,resolvida,pelos,venezuelanos,general,hamilton,mourão,em,entrevista,à,afp,dcm,,,,,,,,,,
venezuelagritalibertad,sim,a,oposição,está,matando,os,venezuelanos,os,facistas,opositores,estão,matando,o,povo,fora,guaidó,https,twittercomtadeu_alvesst,atus1099116306891239425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parabéns,presidente,fora,maduro,salvem,nossos,irmãos,venezuelanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galera,gritando,pela,onu,como,se,ela,fosse,polícia,por,causa,dos,povres,dos,indios,venezuelanos,mas,não,vi,gritos,iguais,qdo,do,assassinato,do,indio,galdino,no,df,por,uns,animais,q,lhe,atearam,fogo,de,brincadeira,indio,de,fora,é,melhor,q,os,nossos,,,,,,,,,,
me,inclui,fora,dessa,vai,vc,e,seus,filhos,dar,tiros,em,venezuelanos,tô,fora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,funai,não,tem,que,falar,nada,pois,os,indígenas,são,venezuelanos,funai,não,pode,se,intrometer,em,acontecimentos,fora,de,nossas,fronteiras,ainda,mais,qdo,não,estão,envolvidos,cidadãos,brasileiros,,,,,,,,,,,,,,,,,,,,,,,,,
verdade,mesmo,assim,eu,desconfio,destas,fotos,pois,em,nenhum,lugar,falouse,q,chegaram,em,containers,e,sim,que,caminhões,venezuelanos,iriam,retirar,no,br,e,se,chegaram,via,aérea,não,foram,em,ctns,marítimos,rsss,e,acho,q,nem,deu,tempo,de,ter,chegado,e,jogado,fora,,,,,,,,
podre,do,maduro,fecha,fronteira,brasilvenuzuela,os,venezuelanos,ficaram,do,lado,de,dentro,ou,de,fora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse,é,o,nicolás,maduro,que,o,pt,tanto,venera,o,povo,passando,fome,e,o,datador,jogou,fora,toneladas,de,ajuda,humanitária,que,os,países,enviaram,para,o,povo,venezuelanos,venezuelagritalibertad,pictwittercomjt2mk5jos8,,,,,,,,,,,,,,,,,,,,,,,
uma,hora,são,contra,a,imigração,que,batem,até,nos,venezuelanos,colocando,eles,pra,fora,agora,q,n,podem,vir,tão,reclamando,n,entendo,venezuelagritalibertad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,horror,tem,nome,e,sobrenome,fora,ditador,desalmado,tensão,na,fronteira,roraima,trata,7,venezuelanos,feridos,por,arma,de,fogo,https,noticiasuolcombrinternacional,ultimasnoticias20190222tensaonafronteiraroraimatrata7venezuelanosferidosporarmadefogohtm,via,uolnoticias,uol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,para,casa,tem,que,ser,feito,pelos,venezuelanos,exercitooficial,fica,fora,eu,não,apoio,participação,dos,nossos,patriotas,e,guerreiros,soldados,os,regimes,totalitários,caíram,por,si,só,a,população,precisa,agir,claro,que,terá,sangue,os,mártires,surgem,nesses,momentos,,,,,,,,,,,,,,
viva,a,soberania,da,venezuela,você,é,venezuelana,por,acaso,sabe,o,que,acontece,com,os,venezuelanos,acho,que,não,pois,muito,dos,que,fugiram,da,venezuela,e,vieram,para,o,brasil,relatam,o,descaso,do,governo,os,maus,tratos,e,fora,casos,de,prisão,de,opositores,politicos,,,,,,,,
é,claro,que,as,condições,de,vida,dis,venezuelanos,é,precária,mas,os,eua,quer,o,petróleo,e,não,levar,a,democracia,pra,lá,fora,que,vai,começar,uma,guerra,e,o,brasil,vai,ter,que,entrar,com,os,eua,contra,a,venezuela,,,,,,,,,,,,,
eu,fico,puto,com,isso,em,toda,esquina,tem,gente,passando,fome,que,se,foda,os,venezuelanos,sinto,muito,por,eles,e,não,desejo,isso,para,ninguém,mas,tem,que,governar,para,os,brasileiros,não,para,os,de,fora,https,twittercombuzzfeednewsbr,status1099058269136568320,,,,,,,,,,,,,,
venezuelagritalibertad,venezuelanos,tomam,tiro,porque,querem,pegar,a,comida,que,chega,na,fronteira,maduro,está,literalmente,jogando,fora,a,ajuda,humanitária,diante,dos,famintos,uma,mulher,já,morreu,por,httpswww,facebookcommarrudaretrat,osposts10205316107139774,,,,,,,,,,,,,,,,,,,,,,,,
um,cidadão,que,nega,ajuda,humanitária,ao,povo,do,seu,país,que,vive,numa,miséria,é,um,criminoso,mesmo,não,sendo,mais,presidente,da,venezuela,precisa,sair,do,poder,junto,com,sua,tropa,solidariedade,aos,venezuelanos,fora,maduro,,,,,,,,,,,,,,,,,,
pobre,povo,venezuelano,foram,enganados,pela,esquerdalha,não,devemos,permitir,q,isso,aconteça,no,brasil,fora,pt,pçol,pc,do,b,desesperados,venezuelanos,caminham,a,3600,m,de,altitude,rumo,à,colômbia,https,noticiasuolcombrinternacional,ultimasnoticiasthenewyorktimes20190222desesperadosvenezuelanosencaramduracaminhadaa3600kmdealtituderumoacolombiahtm,via,uolnoticias,uol,,,,,,,,,,,,,,,,,,
parabéns,pela,ajuda,a,nossos,irmãos,venezuelanos,grande,exemplo,canções,maravilhosas,atitude,palavras,lindas,desde,brazil,venezuela,é,dos,venezuelanos,e,eles,não,te,querem,maduro,fora,venezuelaaidlive,https,twittercomboseofficials,tatus1098941072112345088,,,,,,,,,,,,,,,,,,,,,,,,,
venezuelagritalibertad,em,apoio,aos,irmãos,venezuelanos,fora,maldito,maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
força,venezuela,fora,maduro,o,brasil,apoia,os,irmãos,venezuelanos,contra,o,ditador,maduro,aidvenezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
força,venezuela,fora,maduro,o,brasil,apoia,os,irmãos,venezuelanos,contra,o,ditador,maduro,aidvenezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
força,venezuela,fora,maduro,o,brasil,apoia,os,irmãos,venezuelanos,contra,o,ditador,maduro,aidvenezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
força,venezuela,fora,maduro,o,brasil,apoia,os,irmãos,venezuelanos,contra,o,ditador,maduro,aidvenezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,confronto,político,na,venezuela,se,transformou,em,violência,mortal,na,fronteira,com,o,brasil,quando,as,forças,de,segurança,dispararam,contra,um,grupo,de,venezuelanos,protestando,contra,a,determinação,do,governo,de,bloquear,as,entregas,de,ajuda,de,fora,do,país,https,twittercomnytimesworlds,tatus1098998873387864065,,,,,,,,,,,
complicada,essa,situação,na,venezuela,povo,passando,fome,comendo,até,cães,um,ditador,louco,que,não,larga,o,osso,ainda,coloca,misseis,antiaéreos,na,fronteira,com,o,brasil,fora,os,tanques,tenho,certeza,que,logo,logo,acaba,em,guerra,que,deus,ajude,os,venezuelanos,,,,,,,,,,,,
desejo,toda,humanidade,aos,venezuelanos,que,vivem,na,venezuela,assim,para,os,que,vivem,fora,do,país,mas,como,trump,bolsonaro,duque,e,seus,adeptos,trata,os,imigrantes,venezuelanos,humanidade,ou,xenofobia,humanidade,pintada,com,petróleo,é,o,fim,,,,,,,,,,,,,,,,,
a,noticia,é,vaga,e,não,explica,a,origem,do,confronto,alias,maduro,foi,eleito,e,tem,como,opositor,um,presidente,da,câmaratb,eleitoque,tipo,de,ditadura,é,essa,em,que,todos,foram,eleitos,o,petróleo,da,venezuela,é,dos,venezuelanos,fora,yankees,viva,maduro,,,,,,,,,,,
cadê,os,artistas,pró,liberdade,e,democracia,do,brasil,como,anitta,e,ivetesangalo,que,ainda,não,se,manifestaram,quanto,ao,venezuelaaidlive,viva,a,liberdade,e,a,democracia,fora,maduro,e,ajuda,para,os,venezuelanos,,,,,,,,,,,,,,,,,,,,,,
liberdade,para,nossos,irmãos,venezuelanos,fora,maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
discorda,pq,vc,nao,mora,em,roraima,imagine,desde,2016,500,venezuelanos,entrando,por,dia,em,roraima,fora,q,50,da,energia,do,estado,vem,do,país,quebrado,da,venezuela,é,viver,sob,tensão,constante,algo,precisa,ser,feito,melhor,mandar,prender,ou,matar,maduro,ele,já,está,louco,,,,,,,
isso,é,crime,contra,a,humanidade,fora,maduro,liberdade,para,nossos,irmãos,venezuelanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liberdade,para,nossos,irmãos,venezuelanos,fora,maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,que,será,que,estão,esperando,pra,prender,o,maduro,numa,jaula,e,jogar,a,chave,fora,mais,crianças,e,cidadãos,venezuelanos,morrerem,de,inanição,mil,vezes,canalha,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tralli,são,paulo,acolhe,os,venezuelanos,e,todas,as,pessoas,que,vem,de,fora,do,país,mas,é,tão,estranho,não,conseguir,acolher,os,próprios,paulistas,que,moram,embaixo,de,viadutos,triste,de,ver,sp1,,,,,,,,,,,,,,,,,,,,,
não,sei,se,tu,viu,a,entrevista,dele,dizendo,que,a,crise,é,interna,nós,venezuelanos,temos,q,resolver,isso,não,queremos,nenhum,tipo,de,apoio,de,fora,só,tá,assim,por,conta,ditadura,chavista,apoiada,pelo,lula,dilma,etc,,,,,,,,,,,,,,,,
mourãoseria,muito,prematuro,e,muito,fora,de,propósito,os,estados,unidos,realizarem,uma,intervenção,militar,dentro,da,venezuela,a,questão,da,venezuela,tem,que,ser,resolvida,pelos,venezuelanos,httpswww,brasil247compt247brasil,384694mourc3a3ointervenc3a7c3a3omilitarnavenezuelaseriaforadepropc3b3sitohtm,via,brasil247,,,,,,,,,,,,,,,,,,,,,,,
venezuelanos,passando,fome,não,tem,nem,pra,comprar,os,alimentos,básicosmoeda,perdeu,valor,por,isso,ninguém,tem,dinheiro,para,comprar,de,fora,a,coreia,do,norte,hoje,mesmo,fiquei,sabendo,que,está,na,mesma,situaçãoprecisa,de,ajuda,humanitáriaenfimo,socialismo,é,isso,,,,,,,,,,,,,,,
cara,o,maduro,trancou,pra,fora,venezuelanos,que,estavam,em,território,brasileiro,buscando,comida,e,medicamentos,e,tem,gente,que,aplaude,esse,monstro,filho,da,puta,vai,tomar,no,cu,,,,,,,,,,,,,,,,,,,,,,,,,,
esse,é,o,nicolás,maduro,que,o,pt,tanto,venera,o,povo,passando,fome,e,o,datador,jogou,fora,toneladas,de,ajuda,humanitária,que,os,países,enviaram,para,o,povo,venezuelanos,brasil,não,pode,recuar,o,q,está,em,jogo,são,milhões,de,famílias,inocentes,venezuelagritalibertad,pictwittercomz3yfqnxd4k,,,,,,,,,
18,de,set,de,2018,venezuelanos,passam,fome,enquanto,nicolás,maduro,é,flagrado,em,um,restaurante,de,luxo,na,turquia,olha,o,que,esse,ditador,que,a,esquerda,apoia,faz,com,esse,povo,que,sofre,a,cada,dia,nas,ruas,passando,fome,e,necesside,fora,maduro,venezuelagritalibertad,,,,,,,,,
seria,muito,prematuro,e,muito,fora,de,propósito,os,estados,unidos,realizarem,uma,intervenção,militar,dentro,da,venezuela,a,questão,da,venezuela,tem,que,ser,resolvida,pelos,venezuelanos,httpswww,brasil247compt247brasil,384694mourc3a3ointervenc3a7c3a3omilitarnavenezuelaseriaforadepropc3b3sitohtm,resistencia320dias,bolsonaromentiu,,,,,,,,,,,,,,,,,,,,,,,
mourãoseria,muito,prematuro,e,muito,fora,de,propósito,os,estados,unidos,realizarem,uma,intervenção,militar,dentro,da,venezuela,a,questão,da,venezuela,tem,que,ser,resolvida,pelos,venezuelanos,httpswww,brasil247compt247brasil,384694mourc3a3ointervenc3a7c3a3omilitarnavenezuelaseriaforadepropc3b3sitohtm,via,brasil247,,,,,,,,,,,,,,,,,,,,,,,
mourão,intervenção,militar,na,venezuela,seria,fora,de,propósito,seria,muito,prematuro,e,muito,fora,de,propósito,os,estados,unidos,realizarem,uma,intervenção,militar,dentro,da,venezuela,a,questão,da,venezuela,tem,que,ser,resolvida,pelos,venezuelanos,httpswww,brasil247compt247brasil,384694mourc3a3ointervenc3a7c3a3omilitarnavenezuelaseriaforadepropc3b3sitohtmxg9ponh4zytwitter,,,,,,,,,,,,,,,,
o,vicepresidente,brasileiro,hamilton,mourão,classificou,como,prematura,e,fora,de,propósito,uma,possível,intervenção,militar,americana,na,venezuela,para,o,general,a,questão,deve,ser,resolvida,pelos,venezuelanos,,,,,,,,,,,,,,,,,,,,,,,,,,,
quer,guerra,não,então,convoque,eleições,sem,as,urnas,eletrônicas,e,com,dois,candidatos,você,e,jguaido,e,os,venezuelanos,todos,votarão,até,mesmo,os,que,estão,fora,do,país,por,deus,homem,,,,,,,,,,,,,,,,,,,,,,,
fora,maduro,liberdade,para,nossos,irmãos,venezuelanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calamidade,pública,venezuelanos,procuram,alimentos,no,lixo,em,caracas,venezuelagritalibertad,fora,maduro,pictwittercom4lmkc7tuct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assistindo,aos,questionamentos,ao,portavoz,da,presidência,sobre,a,crise,na,venezuela,especificamente,sobre,a,ajuda,humanitária,aos,venezuelanos,puxa,vida,repórteres,fracos,perguntas,repetidas,e,fora,da,matéria,que,despreparo,de,grande,parte,dos,repórteres,,,,,,,,,,,,,,,,,,,,
